,SP500,USD_EUR,USD_GBP
2002-03-11,75.58541107177734,0.8768,1.422
2002-03-12,75.54032135009766,0.8759,1.4146
2002-03-13,74.81181335449219,0.877,1.4157
2002-03-14,74.70865631103516,0.8816,1.42
2002-03-15,75.42045593261719,0.8823,1.4238
2002-03-18,75.43345642089844,0.8826,1.4256
2002-03-19,75.93773651123047,0.8805,1.4213
2002-03-20,74.50885772705078,0.8836,1.426
2002-03-21,74.54119110107422,0.8836,1.4287
2002-03-22,74.3795166015625,0.8791,1.4263
2002-03-25,73.45500946044922,0.8768,1.4255
2002-03-26,73.88168334960938,0.8767,1.427
2002-03-27,74.07567596435547,0.8726,1.4238
2002-03-28,74.04332733154297,0.8711,1.4242
2002-03-29,,0.8717,1.425
2002-04-01,74.07567596435547,0.8806,1.4407
2002-04-02,73.66835021972656,0.8782,1.4358
2002-04-03,73.15106964111328,0.8804,1.435
2002-04-04,72.84723663330078,0.8779,1.4349
2002-04-05,72.86014556884766,0.8805,1.435
2002-04-08,73.01530456542969,0.875,1.431
2002-04-09,72.50452423095703,0.8793,1.4345
2002-04-10,73.32566833496094,0.8794,1.4365
2002-04-11,71.50237274169922,0.8829,1.4382
2002-04-12,72.03903198242188,0.8792,1.4371
2002-04-15,71.48944854736328,0.8802,1.4372
2002-04-16,73.18987274169922,0.883,1.4396
2002-04-17,73.03471374511719,0.8885,1.4438
2002-04-18,72.71790313720703,0.8898,1.4479
2002-04-19,72.9830093383789,0.8893,1.4472
2002-04-22,71.76746368408203,0.8877,1.4488
2002-04-23,71.4571304321289,0.8897,1.4486
2002-04-24,70.73943328857422,0.8915,1.448
2002-04-25,70.77824401855469,0.8978,1.454
2002-04-26,69.43338775634766,0.898,1.4545
2002-04-29,69.09075927734375,0.9028,1.4592
2002-04-30,69.73729705810547,0.9002,1.4565
2002-05-01,70.59071350097656,0.9062,1.4621
2002-05-02,70.31919860839844,0.9032,1.4645
2002-05-03,69.55624389648438,0.9133,1.4664
2002-05-06,68.19200134277344,0.9166,1.4676
2002-05-07,67.95281219482422,0.9148,1.4675
2002-05-08,70.48084259033203,0.904,1.4533
2002-05-09,69.6661605834961,0.9088,1.4585
2002-05-10,68.3536376953125,0.9116,1.4606
2002-05-13,69.74378967285156,0.9107,1.4588
2002-05-14,71.26313018798828,0.9022,1.4474
2002-05-15,70.98511505126953,0.9074,1.4558
2002-05-16,71.35367584228516,0.9105,1.4567
2002-05-17,71.70280456542969,0.9206,1.4602
2002-05-20,70.92695617675781,0.9213,1.4588
2002-05-21,70.28038787841797,0.9191,1.4568
2002-05-22,70.43558502197266,0.9265,1.4589
2002-05-23,71.18559265136719,0.9233,1.4545
2002-05-24,70.27388000488281,0.922,1.4577
2002-05-27,,,
2002-05-28,69.8924560546875,0.9285,1.4618
2002-05-29,69.37523651123047,0.9313,1.46
2002-05-30,69.18123626708984,0.9373,1.4655
2002-05-31,69.323486328125,0.9339,1.4625
2002-06-03,67.48078155517578,0.939,1.4622
2002-06-04,67.64894104003906,0.9424,1.4605
2002-06-05,68.28254699707031,0.9391,1.4574
2002-06-06,66.8924560546875,0.9457,1.4593
2002-06-07,66.81486511230469,0.9449,1.4604
2002-06-10,67.07347106933594,0.9446,1.461
2002-06-11,65.922607421875,0.9445,1.4686
2002-06-12,66.32347869873047,0.9473,1.4705
2002-06-13,65.65751647949219,0.944,1.4709
2002-06-14,65.5605697631836,0.9448,1.4735
2002-06-17,67.3191909790039,0.9442,1.4782
2002-06-18,67.86874389648438,0.9483,1.4868
2002-06-19,66.28466796875,0.9544,1.4873
2002-06-20,65.43771362304688,0.9646,1.4982
2002-06-21,64.4145278930664,0.9705,1.4987
2002-06-24,64.75191497802734,0.9786,1.5056
2002-06-25,63.2985725402832,0.9692,1.4999
2002-06-26,63.40235137939453,0.9825,1.5217
2002-06-27,64.51183319091797,0.9885,1.5285
2002-06-28,64.20691680908203,0.9856,1.5245
2002-07-01,62.95469665527344,0.9893,1.5307
2002-07-02,61.618141174316406,0.984,1.53
2002-07-03,61.96849822998047,0.9816,1.5268
2002-07-04,,,
2002-07-05,64.43399047851562,0.973,1.5206
2002-07-08,63.629432678222656,0.9869,1.5348
2002-07-09,62.02690505981445,0.9938,1.5465
2002-07-10,59.768985748291016,0.989,1.5483
2002-07-11,60.255592346191406,0.9927,1.5545
2002-07-12,59.59379577636719,0.9904,1.55
2002-07-15,59.91172409057617,1.0072,1.5656
2002-07-16,58.75682830810547,1.0087,1.5693
2002-07-17,58.873626708984375,1.0078,1.5682
2002-07-18,56.96613693237305,1.0067,1.5685
2002-07-19,54.961273193359375,1.0156,1.5785
2002-07-22,53.332733154296875,1.0098,1.58
2002-07-23,51.87290954589844,0.9933,1.5657
2002-07-24,54.96773910522461,0.9945,1.5745
2002-07-25,54.5006103515625,0.9997,1.5754
2002-07-26,55.53871154785156,0.9882,1.5635
2002-07-29,58.24427032470703,0.9779,1.557
2002-07-30,59.0034065246582,0.9879,1.5725
2002-07-31,59.146141052246094,0.9796,1.5625
2002-08-01,57.6019287109375,0.9843,1.5578
2002-08-02,56.31079864501953,0.9882,1.5709
2002-08-05,54.35136032104492,0.9846,1.5665
2002-08-06,56.18105697631836,0.964,1.5382
2002-08-07,57.16074752807617,0.9738,1.5354
2002-08-08,59.00988006591797,0.9653,1.5278
2002-08-09,59.23048400878906,0.9714,1.5235
2002-08-12,58.795799255371094,0.9778,1.5317
2002-08-13,57.725215911865234,0.9787,1.531
2002-08-14,59.83388900756836,0.9867,1.5442
2002-08-15,60.66435623168945,0.9816,1.536
2002-08-16,60.48272705078125,0.9836,1.5372
2002-08-19,61.897125244140625,0.9775,1.5272
2002-08-20,61.24183654785156,0.9779,1.5266
2002-08-21,62.12421798706055,0.9796,1.5295
2002-08-22,62.72760772705078,0.9697,1.5192
2002-08-23,61.378074645996094,0.9726,1.5215
2002-08-26,61.80626678466797,0.9731,1.5236
2002-08-27,61.09258270263672,0.9814,1.5305
2002-08-28,59.75604248046875,0.982,1.5363
2002-08-29,59.78196716308594,0.9829,1.5484
2002-08-30,59.54840850830078,0.9806,1.5476
2002-09-02,,,
2002-09-03,57.277549743652344,0.9959,1.5625
2002-09-04,58.095062255859375,0.9923,1.5642
2002-09-05,57.6019287109375,0.9911,1.566
2002-09-06,58.393531799316406,0.9843,1.5597
2002-09-09,58.82175064086914,0.9817,1.5585
2002-09-10,59.496490478515625,0.9752,1.5544
2002-09-11,59.12666702270508,0.9724,1.5492
2002-09-12,58.03664779663086,0.9761,1.5549
2002-09-13,58.17939758300781,0.9743,1.5585
2002-09-16,58.3221435546875,0.9723,1.544
2002-09-17,56.985565185546875,0.9685,1.5343
2002-09-18,56.414642333984375,0.9789,1.5525
2002-09-19,54.954769134521484,0.9817,1.5545
2002-09-20,54.9730110168457,0.9839,1.5558
2002-09-23,54.523345947265625,0.9822,1.5575
2002-09-24,53.64352035522461,0.9815,1.5565
2002-09-25,54.9730110168457,0.9797,1.5625
2002-09-26,55.8724250793457,0.9755,1.5563
2002-09-27,53.930259704589844,0.9772,1.5548
2002-09-30,53.304622650146484,0.9879,1.57
2002-10-01,55.86589050292969,0.9859,1.5708
2002-10-02,54.190956115722656,0.9842,1.5655
2002-10-03,53.64352035522461,0.9871,1.5704
2002-10-04,52.6594123840332,0.9821,1.569
2002-10-07,51.571022033691406,0.9816,1.5643
2002-10-08,52.37916564941406,0.9796,1.5569
2002-10-09,50.89973831176758,0.9868,1.5595
2002-10-10,52.54861068725586,0.9861,1.5625
2002-10-11,54.84920883178711,0.9854,1.5605
2002-10-14,55.15549850463867,,
2002-10-15,57.80803680419922,0.981,1.5542
2002-10-16,56.406829833984375,0.9824,1.5543
2002-10-17,57.52779006958008,0.9718,1.5525
2002-10-18,57.76893615722656,0.9708,1.5461
2002-10-21,58.76606369018555,0.9732,1.5418
2002-10-22,58.342430114746094,0.9782,1.5463
2002-10-23,58.78560256958008,0.9772,1.5499
2002-10-24,57.58644485473633,0.9742,1.5478
2002-10-25,58.78560256958008,0.9767,1.5533
2002-10-28,58.40113067626953,0.9843,1.5602
2002-10-29,57.72332000732422,0.9851,1.5585
2002-10-30,58.28376388549805,0.9835,1.5568
2002-10-31,57.69071960449219,0.9881,1.563
2002-11-01,58.83122634887695,0.9971,1.5638
2002-11-04,59.39173889160156,0.9953,1.5545
2002-11-05,59.86096954345703,0.9994,1.5625
2002-11-06,60.63650894165039,0.9974,1.559
2002-11-07,59.150596618652344,1.0092,1.5796
2002-11-08,58.427188873291016,1.0139,1.5915
2002-11-11,57.521263122558594,,
2002-11-12,57.977481842041016,1.0105,1.5879
2002-11-13,58.03614044189453,1.006,1.585
2002-11-14,59.13101577758789,1.0034,1.5788
2002-11-15,59.56769561767578,1.0082,1.579
2002-11-18,58.968082427978516,1.0083,1.579
2002-11-19,58.889888763427734,1.0107,1.588
2002-11-20,60.19984436035156,1.0024,1.575
2002-11-21,61.32082748413086,0.9984,1.5753
2002-11-22,60.8841438293457,0.9966,1.5778
2002-11-25,60.92329788208008,0.9937,1.5667
2002-11-26,59.76321029663086,0.9913,1.5485
2002-11-27,61.44469451904297,0.9895,1.544
2002-11-28,,,
2002-11-29,61.249141693115234,0.9932,1.5553
2002-12-02,61.34686279296875,0.9927,1.5555
2002-12-03,60.525718688964844,0.9968,1.5687
2002-12-04,60.25199890136719,0.9999,1.5682
2002-12-05,59.587223052978516,0.9989,1.5708
2002-12-06,59.97829818725586,1.0081,1.573
2002-12-09,58.32939529418945,1.0088,1.5785
2002-12-10,59.11148452758789,1.0073,1.5699
2002-12-11,59.163665771484375,1.0083,1.5744
2002-12-12,59.157100677490234,1.0189,1.58
2002-12-13,58.22512435913086,1.0226,1.5896
2002-12-16,59.73059844970703,1.021,1.5905
2002-12-17,59.20924377441406,1.0267,1.5963
2002-12-18,58.524898529052734,1.0254,1.6
2002-12-19,58.107818603515625,1.0217,1.5986
2002-12-20,58.93695068359375,1.0268,1.6015
2002-12-23,58.95663070678711,1.0217,1.587
2002-12-24,58.51778793334961,1.0305,1.5958
2002-12-25,,,
2002-12-26,58.54399490356445,1.0358,1.5978
2002-12-27,57.22761154174805,1.0411,1.6022
2002-12-30,57.705692291259766,1.046,1.6044
2002-12-31,57.78431701660156,1.0485,1.6095
2003-01-01,,,
2003-01-02,59.64426803588867,1.0361,1.5975
2003-01-03,59.827674865722656,1.0418,1.6045
2003-01-06,60.8820915222168,1.0469,1.608
2003-01-07,60.73148727416992,1.0419,1.6055
2003-01-08,59.8538818359375,1.0447,1.6063
2003-01-09,60.783836364746094,1.0467,1.6035
2003-01-10,60.947593688964844,1.0535,1.6079
2003-01-13,60.927978515625,1.0535,1.603
2003-01-14,61.124412536621094,1.0571,1.607
2003-01-15,60.515342712402344,1.0576,1.6029
2003-01-16,60.266448974609375,1.0569,1.6073
2003-01-17,59.37577819824219,1.066,1.6173
2003-01-20,,,
2003-01-21,58.45230484008789,1.0677,1.6123
2003-01-22,57.74497604370117,1.0729,1.6162
2003-01-23,58.098636627197266,1.0767,1.6233
2003-01-24,56.57265853881836,1.0825,1.632
2003-01-27,55.79985427856445,1.0838,1.6351
2003-01-28,56.212493896484375,1.0833,1.64
2003-01-29,56.6381721496582,1.0861,1.6457
2003-01-30,55.29555130004883,1.0776,1.6482
2003-01-31,56.36311721801758,1.0739,1.6448
2003-02-03,56.47442626953125,1.0761,1.6405
2003-02-04,55.91773986816406,1.0875,1.648
2003-02-05,55.570648193359375,1.0842,1.6455
2003-02-06,55.30866622924805,1.0828,1.6354
2003-02-07,54.63409423828125,1.0801,1.6284
2003-02-10,55.02047348022461,1.074,1.6275
2003-02-11,54.640621185302734,1.0747,1.6193
2003-02-12,53.76955795288086,1.0716,1.6155
2003-02-13,53.933311462402344,1.0834,1.6209
2003-02-14,55.1121940612793,1.0799,1.6105
2003-02-17,,,
2003-02-18,56.08147430419922,1.0708,1.5921
2003-02-19,55.78675842285156,1.0744,1.5957
2003-02-20,55.230064392089844,1.0821,1.5925
2003-02-21,55.78675842285156,1.0787,1.5864
2003-02-24,54.88296127319336,1.0783,1.586
2003-02-25,55.32175827026367,1.0782,1.5727
2003-02-26,54.516204833984375,1.0797,1.5806
2003-02-27,55.23661422729492,1.0763,1.5798
2003-02-28,55.603363037109375,1.0779,1.5737
2003-03-03,55.07288360595703,1.0835,1.5755
2003-03-04,54.19529342651367,1.0883,1.582
2003-03-05,54.65375900268555,1.0967,1.6003
2003-03-06,54.19529342651367,1.0997,1.6049
2003-03-07,54.568572998046875,1.1014,1.602
2003-03-10,53.25875473022461,1.1062,1.6007
2003-03-11,52.73479080200195,1.1028,1.6038
2003-03-12,53.08847427368164,1.1023,1.6129
2003-03-13,54.922245025634766,1.087,1.6057
2003-03-14,55.09907150268555,1.0725,1.5821
2003-03-17,56.83465576171875,1.0606,1.5682
2003-03-18,57.168643951416016,1.0624,1.5624
2003-03-19,57.60748291015625,1.059,1.5648
2003-03-20,57.7319221496582,1.0613,1.567
2003-03-21,58.964176177978516,1.0545,1.566
2003-03-24,57.0046272277832,1.0644,1.5748
2003-03-25,57.5504035949707,1.0673,1.5707
2003-03-26,57.261085510253906,1.0677,1.5742
2003-03-27,57.307090759277344,1.0708,1.5676
2003-03-28,57.01777648925781,1.0762,1.5673
2003-03-31,55.72236251831055,1.09,1.579
2003-04-01,56.57722091674805,1.0904,1.5767
2003-04-02,57.944976806640625,1.0765,1.5659
2003-04-03,57.668792724609375,1.0736,1.5718
2003-04-04,58.01072692871094,1.0711,1.5597
2003-04-07,57.89894104003906,1.0621,1.55
2003-04-08,57.9909782409668,1.0684,1.5507
2003-04-09,57.22822189331055,1.0722,1.5562
2003-04-10,57.5438346862793,1.0803,1.5719
2003-04-11,57.307090759277344,1.0751,1.5713
2003-04-14,58.49070739746094,1.0773,1.5713
2003-04-15,59.03647994995117,1.0801,1.5705
2003-04-16,58.030426025390625,1.0872,1.574
2003-04-17,58.89186477661133,1.0907,1.5748
2003-04-18,,1.0882,1.5733
2003-04-21,58.95102310180664,1.0857,1.5592
2003-04-22,60.062313079833984,1.0966,1.5768
2003-04-23,60.61466979980469,1.0949,1.5815
2003-04-24,60.07548141479492,1.1039,1.5971
2003-04-25,59.3324089050293,1.104,1.5915
2003-04-28,60.358253479003906,1.0999,1.5906
2003-04-29,60.568641662597656,1.101,1.5904
2003-04-30,60.43714141845703,1.118,1.6
2003-05-01,60.430545806884766,1.1238,1.6103
2003-05-02,61.2919921875,1.12,1.602
2003-05-05,61.17362594604492,1.1271,1.606
2003-05-06,61.75224685668945,1.1354,1.614
2003-05-07,61.41032791137695,1.134,1.593
2003-05-08,60.7922248840332,1.1453,1.6034
2003-05-09,61.6338996887207,1.1498,1.6045
2003-05-12,62.39008712768555,1.1557,1.6095
2003-05-13,62.27830123901367,1.1499,1.6092
2003-05-14,62.146827697753906,1.1498,1.6163
2003-05-15,62.54138946533203,1.1457,1.6262
2003-05-16,62.38353729248047,1.1542,1.6241
2003-05-19,60.92372131347656,1.1686,1.6352
2003-05-20,60.79880905151367,1.1685,1.6393
2003-05-21,60.92372131347656,1.1707,1.6415
2003-05-22,61.52872085571289,1.17,1.6346
2003-05-23,61.653629302978516,1.1786,1.6376
2003-05-26,,,
2003-05-27,62.732032775878906,1.1853,1.64
2003-05-28,62.90959548950195,1.1742,1.635
2003-05-29,62.74518966674805,1.1835,1.6484
2003-05-30,63.75130081176758,1.1766,1.6393
2003-06-02,64.01432800292969,1.1744,1.6372
2003-06-03,64.27731323242188,1.1702,1.6278
2003-06-04,65.20451354980469,1.1708,1.6333
2003-06-05,65.52667999267578,1.187,1.6597
2003-06-06,65.27030944824219,1.1695,1.6622
2003-06-09,64.60609436035156,1.1743,1.6452
2003-06-10,65.26371765136719,1.1686,1.6523
2003-06-11,65.9541244506836,1.1764,1.6675
2003-06-12,66.15798950195312,1.1767,1.6682
2003-06-13,65.46753692626953,1.183,1.6676
2003-06-16,66.84844970703125,1.1843,1.6815
2003-06-17,66.84844970703125,1.1812,1.684
2003-06-18,66.78925323486328,1.171,1.6798
2003-06-19,65.7699966430664,1.1678,1.674
2003-06-20,65.62481689453125,1.1616,1.6644
2003-06-23,64.95169067382812,1.1548,1.6682
2003-06-24,65.01769256591797,1.1498,1.6607
2003-06-25,64.36432647705078,1.1592,1.6787
2003-06-26,65.20246124267578,1.1429,1.664
2003-06-27,64.4500961303711,1.1423,1.6492
2003-06-30,64.43033599853516,1.1502,1.6529
2003-07-01,65.02425384521484,1.158,1.6626
2003-07-02,65.84258270263672,1.1524,1.6646
2003-07-03,65.162841796875,1.1503,1.6718
2003-07-04,,,
2003-07-07,66.45636749267578,1.1341,1.6515
2003-07-08,66.75334167480469,1.1265,1.6326
2003-07-09,66.37715911865234,1.1311,1.6306
2003-07-10,65.53244018554688,1.139,1.6326
2003-07-11,66.15274047851562,1.1304,1.6323
2003-07-14,66.47615051269531,1.1298,1.6238
2003-07-15,66.33097076416016,1.1233,1.5986
2003-07-16,65.94158935546875,1.1209,1.5952
2003-07-17,65.00448608398438,1.1164,1.5893
2003-07-18,65.67102813720703,1.1239,1.5867
2003-07-21,64.85929107666016,1.1346,1.601
2003-07-22,65.44664001464844,1.1325,1.5978
2003-07-23,65.49284362792969,1.1484,1.609
2003-07-24,64.99788665771484,1.1441,1.611
2003-07-25,66.14620971679688,1.1513,1.6198
2003-07-28,65.90201568603516,1.1497,1.6272
2003-07-29,65.59841918945312,1.1466,1.6225
2003-07-30,65.4400634765625,1.1367,1.6167
2003-07-31,65.59181213378906,1.1231,1.609
2003-08-01,65.01109313964844,1.1252,1.6045
2003-08-04,65.01109313964844,1.1337,1.608
2003-08-05,63.63178253173828,1.1349,1.6085
2003-08-06,64.00138092041016,1.1357,1.6081
2003-08-07,64.67447662353516,1.139,1.617
2003-08-08,64.85929107666016,1.1321,1.608
2003-08-11,65.10344696044922,1.1349,1.6068
2003-08-12,65.6974105834961,1.1304,1.6028
2003-08-13,65.36084747314453,1.1317,1.6082
2003-08-14,65.53902435302734,1.1249,1.6
2003-08-15,65.74360656738281,1.1255,1.5958
2003-08-18,66.31117248535156,1.1138,1.5891
2003-08-19,66.56195068359375,1.1117,1.5872
2003-08-20,66.29134368896484,1.1104,1.5922
2003-08-21,66.50254821777344,1.0976,1.5845
2003-08-22,65.84258270263672,1.0871,1.5755
2003-08-25,65.94818878173828,1.0892,1.5728
2003-08-26,66.06698608398438,1.0893,1.5732
2003-08-27,66.0867919921875,1.0906,1.5746
2003-08-28,66.49595642089844,1.0896,1.577
2003-08-29,66.94470977783203,1.0986,1.5773
2003-09-01,,,
2003-09-02,67.84223175048828,1.0872,1.574
2003-09-03,68.2118148803711,1.0845,1.5732
2003-09-04,68.24478912353516,1.0899,1.5785
2003-09-05,67.86202239990234,1.1073,1.5891
2003-09-08,68.42300415039062,1.1124,1.5858
2003-09-09,67.97418212890625,1.119,1.5909
2003-09-10,67.28789520263672,1.1195,1.5897
2003-09-11,67.48587036132812,1.1186,1.5937
2003-09-12,67.61127471923828,1.1307,1.6062
2003-09-15,67.3736801147461,1.1304,1.6018
2003-09-16,68.35700225830078,1.1166,1.5871
2003-09-17,68.2249984741211,1.1239,1.6044
2003-09-18,69.0301513671875,1.124,1.6155
2003-09-19,68.67903137207031,1.1346,1.6315
2003-09-22,67.93704986572266,1.1468,1.6472
2003-09-23,68.1954116821289,1.1487,1.656
2003-09-24,66.98307037353516,1.1472,1.6558
2003-09-25,66.43321990966797,1.1484,1.6587
2003-09-26,66.21460723876953,1.1482,1.6597
2003-09-29,66.86381530761719,1.1578,1.6642
2003-09-30,66.21460723876953,1.165,1.662
2003-10-01,67.62570190429688,1.1708,1.6667
2003-10-02,67.87081909179688,1.1717,1.675
2003-10-03,68.49354553222656,1.1596,1.663
2003-10-06,68.80487823486328,1.1706,1.6742
2003-10-07,69.06987762451172,1.1784,1.6628
2003-10-08,68.89762115478516,1.1805,1.6598
2003-10-09,69.0831527709961,1.1695,1.6609
2003-10-10,69.2752685546875,1.1812,1.6654
2003-10-13,69.49386596679688,,
2003-10-14,69.73899841308594,1.1724,1.6737
2003-10-15,69.55345916748047,1.1652,1.6698
2003-10-16,69.83177185058594,1.1665,1.676
2003-10-17,69.06987762451172,1.163,1.6721
2003-10-20,69.58663177490234,1.1671,1.6749
2003-10-21,69.46736145019531,1.1676,1.6746
2003-10-22,68.59286499023438,1.1805,1.6935
2003-10-23,68.467041015625,1.1795,1.6943
2003-10-24,68.61941528320312,1.1833,1.6972
2003-10-27,68.65250396728516,1.1762,1.6952
2003-10-28,69.58663177490234,1.1689,1.6956
2003-10-29,69.67938995361328,1.1673,1.6988
2003-10-30,69.82513427734375,1.1694,1.7025
2003-10-31,69.75887298583984,1.1609,1.6956
2003-11-03,70.21599578857422,1.1454,1.6786
2003-11-04,70.06361389160156,1.1497,1.6802
2003-11-05,70.11662292480469,1.1473,1.678
2003-11-06,70.48760223388672,1.1417,1.6693
2003-11-07,69.96424865722656,1.1505,1.6708
2003-11-10,69.67938995361328,1.1515,1.6737
2003-11-11,69.65949249267578,,
2003-11-12,70.44120788574219,1.1647,1.677
2003-11-13,70.4610824584961,1.1711,1.688
2003-11-14,69.86485290527344,1.1743,1.6841
2003-11-17,69.51373291015625,1.1744,1.6885
2003-11-18,68.79166412353516,1.1893,1.6998
2003-11-19,69.37464904785156,1.1909,1.6982
2003-11-20,68.75189971923828,1.1895,1.7024
2003-11-21,69.03677368164062,1.1913,1.7025
2003-11-24,69.95098114013672,1.1768,1.695
2003-11-25,70.21599578857422,1.1785,1.6983
2003-11-26,70.46770477294922,1.1918,1.709
2003-11-27,,,
2003-11-28,70.52069091796875,1.1995,1.7219
2003-12-01,71.28253173828125,1.1956,1.7209
2003-12-02,71.10369110107422,1.2084,1.7291
2003-12-03,70.9910659790039,1.2093,1.7248
2003-12-04,71.28253173828125,1.2077,1.72
2003-12-05,70.78570556640625,1.2157,1.727
2003-12-08,71.26268768310547,1.2217,1.7334
2003-12-09,70.71281433105469,1.2229,1.743
2003-12-10,70.70621490478516,1.2215,1.7446
2003-12-11,71.50116729736328,1.2164,1.7445
2003-12-12,71.64031982421875,1.2284,1.7466
2003-12-15,71.28253173828125,1.229,1.745
2003-12-16,71.6535415649414,1.2328,1.751
2003-12-17,71.87879180908203,1.2381,1.7615
2003-12-18,72.6870346069336,1.2376,1.7673
2003-12-19,72.48469543457031,1.238,1.7675
2003-12-22,72.99053955078125,1.2415,1.7635
2003-12-23,73.0370864868164,1.2406,1.765
2003-12-24,72.96393585205078,1.2464,1.7748
2003-12-25,,,
2003-12-26,73.01718139648438,1.2441,1.7725
2003-12-29,73.98894500732422,1.2485,1.7705
2003-12-30,74.00224304199219,1.2521,1.7786
2003-12-31,74.06885528564453,1.2597,1.7842
2004-01-01,,,
2004-01-02,74.03553771972656,1.2592,1.7902
2004-01-05,74.84088897705078,1.2679,1.8085
2004-01-06,74.91411590576172,1.2773,1.8245
2004-01-07,75.16706085205078,1.2665,1.8193
2004-01-08,75.466552734375,1.2772,1.8338
2004-01-09,74.80760955810547,1.2853,1.8472
2004-01-12,75.360107421875,1.2802,1.8511
2004-01-13,74.92076873779297,1.2735,1.8432
2004-01-14,75.54644012451172,1.2726,1.8409
2004-01-15,75.73283386230469,1.2588,1.8205
2004-01-16,76.03236389160156,1.2395,1.7996
2004-01-19,,,
2004-01-20,76.01238250732422,1.2584,1.8187
2004-01-21,76.61141967773438,1.2617,1.8295
2004-01-22,76.4117431640625,1.2717,1.8446
2004-01-23,76.16547393798828,1.261,1.8203
2004-01-26,77.12395477294922,1.2552,1.82
2004-01-27,76.33187866210938,1.2643,1.8277
2004-01-28,75.4599380493164,1.262,1.837
2004-01-29,75.53316497802734,1.2389,1.8112
2004-01-30,75.53316497802734,1.2452,1.8215
2004-02-02,75.85931396484375,1.2426,1.8182
2004-02-03,75.73283386230469,1.2561,1.838
2004-02-04,75.1137924194336,1.2552,1.8335
2004-02-05,75.33345031738281,1.2606,1.8378
2004-02-06,76.17879486083984,1.2694,1.8459
2004-02-09,76.19871520996094,1.2672,1.858
2004-02-10,76.4450454711914,1.2727,1.8697
2004-02-11,77.25707244873047,1.2815,1.885
2004-02-12,76.97750854492188,1.2807,1.891
2004-02-13,76.63141632080078,1.2751,1.883
2004-02-16,,,
2004-02-17,77.32362365722656,1.2848,1.9045
2004-02-18,76.98417663574219,1.2812,1.9023
2004-02-19,76.69799041748047,1.2685,1.8921
2004-02-20,76.46497344970703,1.2563,1.8668
2004-02-23,76.27201080322266,1.2569,1.8686
2004-02-24,76.13884735107422,1.2692,1.8901
2004-02-25,76.45836639404297,1.2503,1.8757
2004-02-26,76.50492095947266,1.2444,1.8609
2004-02-27,76.55818939208984,1.2441,1.8575
2004-03-01,77.3169937133789,1.2431,1.868
2004-03-02,76.86434936523438,1.2212,1.8386
2004-03-03,77.00414276123047,1.2088,1.8192
2004-03-04,77.20382690429688,1.2225,1.825
2004-03-05,77.46342468261719,1.2401,1.8428
2004-03-08,76.51826477050781,1.2371,1.8471
2004-03-09,76.21209716796875,1.2428,1.8395
2004-03-10,74.93409729003906,1.2226,1.8
2004-03-11,73.96234893798828,1.2268,1.8008
2004-03-12,74.93409729003906,1.2191,1.7943
2004-03-15,74.01557922363281,1.2243,1.7993
2004-03-16,74.40825653076172,1.227,1.8105
2004-03-17,75.24029541015625,1.2197,1.8132
2004-03-18,75.26023864746094,1.2392,1.8363
2004-03-19,74.1815185546875,1.2269,1.827
2004-03-22,73.23973083496094,1.2368,1.8485
2004-03-23,73.11283874511719,1.2311,1.8502
2004-03-24,73.17294311523438,1.2213,1.8351
2004-03-25,74.1414794921875,1.217,1.8099
2004-03-26,74.16149139404297,1.2092,1.8104
2004-03-29,75.20348358154297,1.2141,1.8163
2004-03-30,75.45734405517578,1.2202,1.8283
2004-03-31,75.54412841796875,1.2292,1.84
2004-04-01,75.99832153320312,1.2358,1.8564
2004-04-02,76.57275390625,1.2109,1.8293
2004-04-05,76.99357604980469,1.2008,1.814
2004-04-06,76.74640655517578,1.2089,1.8374
2004-04-07,76.5660629272461,1.2171,1.841
2004-04-08,76.39241027832031,1.2088,1.8325
2004-04-09,,1.2102,1.8322
2004-04-12,76.69297790527344,1.2068,1.8358
2004-04-13,75.61758422851562,1.1923,1.816
2004-04-14,75.73785400390625,1.194,1.7902
2004-04-15,75.45063781738281,1.1914,1.7785
2004-04-16,76.03174591064453,1.2025,1.8004
2004-04-19,76.03174591064453,1.2019,1.8055
2004-04-20,74.75596618652344,1.191,1.7914
2004-04-21,75.25691223144531,1.1853,1.772
2004-04-22,76.3122787475586,1.1861,1.7684
2004-04-23,76.38573455810547,1.1802,1.7674
2004-04-26,76.27885437011719,1.1851,1.7857
2004-04-27,76.34566497802734,1.1927,1.7925
2004-04-28,75.35709381103516,1.183,1.772
2004-04-29,74.69586181640625,1.1945,1.7751
2004-04-30,74.11473846435547,1.1975,1.7744
2004-05-03,74.9095687866211,1.1937,1.772
2004-05-04,74.84947204589844,1.2076,1.7907
2004-05-05,75.33035278320312,1.2165,1.7932
2004-05-06,74.68247985839844,1.209,1.7941
2004-05-07,73.44680786132812,1.1885,1.7842
2004-05-10,72.69206237792969,1.1834,1.7723
2004-05-11,73.30654907226562,1.1818,1.7544
2004-05-12,73.77409362792969,1.1911,1.7743
2004-05-13,73.4668197631836,1.1801,1.7584
2004-05-14,73.50023651123047,1.1874,1.7572
2004-05-17,72.87236022949219,1.2009,1.7695
2004-05-18,73.23973083496094,1.1971,1.7695
2004-05-19,72.98592376708984,1.2015,1.7827
2004-05-20,73.21971893310547,1.1926,1.771
2004-05-21,73.34660339355469,1.2009,1.788
2004-05-24,73.65384674072266,1.1978,1.7908
2004-05-25,74.7092056274414,1.2107,1.8135
