,USDBRL,USDEUR
2019-04-24,3.963,0.8934953538241601
2019-04-25,3.9725,0.8976660682226211
2019-04-26,3.9353,0.8965393580778197
2019-04-29,3.9364,0.8955758552749418
2019-04-30,3.9453,0.8927774305865547
2019-05-01,,0.8892050506846878
2019-05-02,3.965,0.8941344778254648
2019-05-03,3.9388,0.8939746111210441
2019-05-06,3.9624,0.8930963650977941
2019-05-07,3.988,0.8946144211844695
2019-05-08,3.9344,0.892379082634303
2019-05-09,3.9673,0.8906305664410402
2019-05-10,3.9578,0.8896005693443643
2019-05-13,3.989,0.8903133903133903
2019-05-14,3.9788,0.892299455697332
2019-05-15,4.0031,0.8922198429693077
2019-05-16,4.0138,0.8946144211844695
2019-05-17,4.0844,0.8955758552749418
2019-05-20,4.1056,0.8952551477170994
2019-05-21,4.081,0.8962179602079227
2019-05-22,4.0228,0.8963786303334529
2019-05-23,4.0513,0.8950948800572861
2019-05-24,4.0322,0.8930963650977941
2019-05-27,4.021,
2019-05-28,4.0275,0.8946944618412813
2019-05-29,3.9965,0.8979885057471265
2019-05-30,3.972,0.8976660682226211
2019-05-31,3.9407,0.896941429724639
2019-06-03,3.9003,0.892379082634303
2019-06-04,3.871,0.8899964400142399
2019-06-05,3.8611,0.8895214374666429
2019-06-06,3.8726,0.8854258898530193
2019-06-07,3.8571,0.8830801836806782
2019-06-10,3.879,0.8840951286358413
2019-06-11,3.8664,0.8837044892188053
2019-06-12,3.8437,0.8841732979664014
2019-06-13,3.8429,0.8869179600886918
2019-06-14,3.8813,0.8915039671926541
2019-06-17,3.8895,0.8900756564307967
2019-06-18,3.8608,0.8931761343336907
2019-06-19,3.8723,0.8917424647761727
2019-06-20,,0.8862105636299185
2019-06-21,3.8255,0.8827683615819208
2019-06-24,3.8234,0.8777319406653208
2019-06-25,3.8303,0.8782715615668364
2019-06-26,3.8441,0.8779631255487269
2019-06-27,3.8642,0.8793527963418923
2019-06-28,3.8322,0.8791981712678038
2019-07-01,3.8193,0.8844078889183691
2019-07-02,3.8564,0.8848774444739402
2019-07-03,3.8475,0.8869179600886918
2019-07-04,3.794,
2019-07-05,3.8204,0.891583452211127
2019-07-08,3.8065,0.8922198429693077
2019-07-09,3.7858,0.8920606601248885
2019-07-10,3.7697,0.8880994671403198
2019-07-11,3.7533,0.8880206020779682
2019-07-12,3.7452,0.888572951839346
2019-07-15,3.7463,0.8880994671403198
2019-07-16,3.7624,0.8919015340706387
2019-07-17,3.7618,0.8903133903133903
2019-07-18,3.7489,0.8906305664410402
2019-07-19,3.7408,0.89126559714795
2019-07-22,3.74,0.8917424647761727
2019-07-23,3.7621,0.8963786303334529
2019-07-24,3.7596,0.8975854950184005
2019-07-25,3.7849,0.8963786303334529
2019-07-26,3.7741,0.899199712256092
2019-07-29,3.7909,0.8975049362771494
2019-07-30,3.79,0.897021887334051
2019-07-31,3.7649,0.8984725965858041
2019-08-01,3.8296,0.903995660820828
2019-08-02,3.8739,0.8999280057595392
2019-08-05,3.9404,0.8930963650977941
2019-08-06,3.9643,0.8931761343336907
2019-08-07,3.985,0.8899964400142399
2019-08-08,3.9409,0.8920606601248885
2019-08-09,3.9362,0.8911067545891997
2019-08-12,3.9966,0.8919015340706387
2019-08-13,3.9736,0.8942944017170452
2019-08-14,4.0074,0.8973438621679827
2019-08-15,4.0188,0.9004141905276427
2019-08-16,3.9933,0.901631953836444
2019-08-19,4.0274,0.9012256669069936
2019-08-20,4.0425,0.9015506671474938
2019-08-21,4.0254,0.9010632546404759
2019-08-22,4.0444,0.9017945711966814
2019-08-23,4.0851,0.897021887334051
2019-08-26,4.1367,0.8999280057595392
2019-08-27,4.1557,0.9013881377321075
2019-08-28,4.1559,0.9022013713460844
2019-08-29,4.168,0.9042408897730354
2019-08-30,4.1385,0.91000091000091
2019-09-02,4.1581,
2019-09-03,4.1657,0.9117432530999271
2019-09-04,4.1249,0.9070294784580498
2019-09-05,4.0859,0.9059612248595761
2019-09-06,4.065,0.9056330374932077
2019-09-09,4.0766,0.9044862518089726
2019-09-10,4.1108,0.9056330374932077
2019-09-11,4.0631,0.9090082719752749
2019-09-12,4.0494,0.9030160736861117
2019-09-13,4.0616,0.9030160736861117
2019-09-16,4.0872,0.9085953116481919
2019-09-17,4.0998,0.9039139473922082
2019-09-18,4.0972,0.9040773890245004
2019-09-19,4.1393,0.9053050878145935
2019-09-20,4.1687,0.9087604507451835
2019-09-23,4.1734,0.909835319807115
2019-09-24,4.1721,0.9091735612328392
2019-09-25,4.1827,0.9133254178463787
2019-09-26,4.1469,0.9142439202779301
2019-09-27,4.1587,0.9139097057210747
2019-09-30,4.1644,0.9170105456212746
2019-10-01,4.174,0.9147457006952068
2019-10-02,4.1546,0.9131586156515387
2019-10-03,4.1012,0.909835319807115
2019-10-04,4.061,0.9112447603426281
2019-10-07,4.0688,0.9104151493080844
2019-10-08,4.0868,0.9133254178463787
2019-10-09,4.0954,0.9109127345600291
2019-10-10,4.1145,0.907605736068252
2019-10-11,4.106,0.9058791557206268
2019-10-14,4.1263,
2019-10-15,4.1488,0.9061254077564336
2019-10-16,4.1714,0.9029345372460498
2019-10-17,4.1457,0.8985533291400845
2019-10-18,4.1376,0.8964589870013447
2019-10-21,4.1319,0.8972633467922835
2019-10-22,4.0858,0.8978272580355541
2019-10-23,4.0721,0.8994423457456378
2019-10-24,4.0089,0.9010632546404759
2019-10-25,4.0133,0.902445627650934
2019-10-28,3.9793,0.9013881377321075
2019-10-29,3.9946,0.8995232526760818
2019-10-30,4.0186,0.8990380293086397
2019-10-31,4.0041,0.8964589870013447
2019-11-01,3.9786,0.8953353030710001
2019-11-04,3.9922,0.8973438621679827
2019-11-05,4.0043,0.903342366757001
2019-11-06,4.0351,0.9028530155290719
2019-11-07,4.0927,0.9053870529651425
2019-11-08,4.1365,0.9075233687267447
2019-11-11,4.1559,
2019-11-12,4.1756,0.9076881183625307
2019-11-13,4.1767,0.9087604507451835
2019-11-14,4.1831,0.907770515613653
2019-11-15,,0.9053050878145935
2019-11-18,4.1827,0.9026085386767758
2019-11-19,4.2084,0.9029345372460498
2019-11-20,4.2037,0.9039139473922082
2019-11-21,4.2012,0.9035872413481522
2019-11-22,4.1832,0.9067005168192946
2019-11-25,4.2089,0.9083477155054955
2019-11-26,4.2559,0.9081002542680713
2019-11-27,4.2602,0.9089256498818397
2019-11-28,4.248,
2019-11-29,4.224,0.9075233687267447
2019-12-02,4.2261,0.9029345372460498
2019-12-03,4.2008,0.9017945711966814
2019-12-04,4.1926,0.9028530155290719
2019-12-05,4.2136,0.9005763688760806
2019-12-06,4.1783,0.9048136083966704
2019-12-09,4.1503,0.9035872413481522
2019-12-10,4.1427,0.9017132551848512
2019-12-11,4.1153,0.9015506671474938
2019-12-12,4.1092,0.899685110211426
2019-12-13,4.0949,0.8986340762041697
2019-12-16,4.0801,0.8977466558937068
2019-12-17,4.0687,0.897021887334051
2019-12-18,4.0548,0.8998470260055791
2019-12-19,4.0633,0.8986340762041697
2019-12-20,4.0777,0.9028530155290719
2019-12-23,4.0757,0.901631953836444
2019-12-24,4.0813,0.9022013713460844
2019-12-25,,
2019-12-26,4.0601,0.9007386056566384
2019-12-27,4.0545,0.8949346697691068
2019-12-30,4.0307,0.8915039671926541
2019-12-31,4.0307,0.8907098957869422
2020-01-01,,
2020-01-02,4.0213,0.8955758552749418
2020-01-03,4.0522,0.8950147677436678
2020-01-06,4.0554,0.8938946992044337
2020-01-07,4.0841,0.8978272580355541
2020-01-08,4.0672,0.8995232526760818
2020-01-09,4.0744,0.9004141905276427
2020-01-10,4.0745,0.8993614533681086
2020-01-13,4.1309,0.8978272580355541
2020-01-14,4.1443,0.8984725965858041
2020-01-15,4.1622,0.8960573476702508
2020-01-16,4.1726,0.8983918785374181
2020-01-17,4.1837,0.9014693951140359
2020-01-20,4.1829,
2020-01-21,4.2014,0.9012256669069936
2020-01-22,4.1889,0.9021199819576003
2020-01-23,4.1662,0.9057150620414817
2020-01-24,4.1769,0.9069472156720478
2020-01-27,4.2196,0.9075233687267447
2020-01-28,4.2064,0.9084302325581395
2020-01-29,4.2013,0.9087604507451835
2020-01-30,4.2523,0.9064539521392314
2020-01-31,4.2695,0.9023641941887746
2020-02-03,4.2475,0.903995660820828
2020-02-04,4.2381,0.9055510278004165
2020-02-05,4.2449,0.9085953116481919
2020-02-06,4.2477,0.91082976591675
2020-02-07,4.3076,0.9132420091324202
2020-02-10,4.3195,0.9160864785635765
2020-02-11,4.3148,0.9160025648071816
2020-02-12,4.3366,0.9180207472688884
2020-02-13,4.3389,0.9218289085545723
2020-02-14,4.3163,0.9225943352707814
2020-02-17,4.3157,
2020-02-18,4.3471,0.9246417013407305
2020-02-19,4.3728,0.9264406151565685
2020-02-20,4.3873,0.9261831990367694
2020-02-21,4.3924,0.921234454168586
2020-02-24,,0.9210647508519848
2020-02-25,,0.9201324990798675
2020-02-26,4.4359,0.918526683200147
2020-02-27,4.4764,0.9109957183201239
2020-02-28,4.4987,0.9090082719752749
2020-03-02,4.4946,0.8957362952346829
2020-03-03,4.4883,0.894854586129754
2020-03-04,4.5258,0.8984725965858041
2020-03-05,4.6207,0.8926977325477593
2020-03-06,4.6459,0.8834702712253734
2020-03-09,4.7379,0.8756567425569177
2020-03-10,4.6693,0.881678716275789
2020-03-11,4.6738,0.8865248226950355
2020-03-12,4.8833,0.902445627650934
2020-03-13,4.7362,0.9036688957166095
2020-03-16,4.9471,0.8977466558937068
2020-03-17,5.0496,0.9114939385653086
2020-03-18,5.1107,0.9231053263177329
2020-03-19,5.1444,0.9346667912889054
2020-03-20,5.0248,0.9361542782250515
2020-03-23,5.0805,0.929368029739777
2020-03-24,5.0713,0.9264406151565685
2020-03-25,5.0706,0.9229349330872174
2020-03-26,5.001,0.9070294784580498
2020-03-27,5.1109,0.9042408897730354
2020-03-30,5.1594,0.907605736068252
2020-03-31,5.1987,0.907770515613653
2020-04-01,5.2404,0.9145783793671118
2020-04-02,5.2651,0.9206407659731173
2020-04-03,5.2997,0.9261831990367694
2020-04-06,5.2471,0.9252405625462621
2020-04-07,5.2217,0.9186110600771633
2020-04-08,5.2123,0.9204712812960235
2020-04-09,5.0779,0.9148293843198244
2020-04-10,,0.9131586156515387
2020-04-13,5.1824,0.9169264624977077
2020-04-14,5.1858,0.9114939385653086
2020-04-15,5.2579,0.9166743056192135
2020-04-16,5.2377,0.9225092250922509
2020-04-17,5.2573,0.9188642837452908
2020-04-20,5.2837,0.9196247930844216
2020-04-21,,0.9213193292795283
2020-04-22,5.3847,0.9234463015975621
2020-04-23,5.4467,0.9246417013407305
2020-04-24,5.651,0.9260974254491572
2020-04-27,5.6358,0.9234463015975621
2020-04-28,5.5683,0.9228497600590625
2020-04-29,5.4291,0.9214042200313278
2020-04-30,5.427,0.9145783793671118
2020-05-01,,0.9092562284051645
2020-05-04,5.5816,0.9165062780680048
2020-05-05,5.5354,0.9221689413500553
2020-05-06,5.6676,0.9254118082546733
2020-05-07,5.8365,0.9246417013407305
2020-05-08,5.7653,0.9213193292795283
2020-05-11,5.7954,0.924385283786282
2020-05-12,5.7723,0.9204712812960235
2020-05-13,5.9022,0.9227646027498384
2020-05-14,5.9372,0.9259259259259258
2020-05-15,5.8229,0.9245562130177516
2020-05-18,5.7375,0.917094644167278
2020-05-19,5.7216,0.9143275121148396
2020-05-20,5.6968,0.9107468123861566
2020-05-21,5.6019,0.9129918743723181
2020-05-22,5.5808,0.9179364787956674
2020-05-25,5.4772,
2020-05-26,5.3707,0.9115770282588879
2020-05-27,5.2992,0.9116601331023795
2020-05-28,5.3405,0.9034239768723462
2020-05-29,5.4263,0.9003331232556046
2020-06-01,5.3639,0.8990380293086397
2020-06-02,5.2601,0.8955758552749418
2020-06-03,5.0516,0.8892050506846878
2020-06-04,5.1041,0.8832361773538243
2020-06-05,4.9775,0.8851907586084802
2020-06-08,4.9331,0.8855042946958293
2020-06-09,4.9057,0.8812125484666902
2020-06-10,4.8894,0.8806693086745927
2020-06-11,,0.8788890841975743
2020-06-12,5.0373,0.888651915044877
2020-06-15,5.1883,0.8873114463176575
2020-06-16,5.1285,0.8881783462119194
2020-06-17,5.2499,0.8913450396648543
2020-06-18,5.3468,0.891583452211127
2020-06-19,5.3466,0.893734918223255
2020-06-22,5.2226,0.8880994671403198
2020-06-23,5.1705,0.8832361773538243
2020-06-24,5.2435,0.8871540099361249
2020-06-25,5.3287,0.8911861687906603
2020-06-26,5.4629,0.8916629514043692
2020-06-29,5.4416,0.8899172376968942
2020-06-30,5.476,0.8899172376968942
2020-07-01,5.3651,0.8881783462119194
2020-07-02,5.3028,0.8899172376968942
2020-07-03,5.3374,
2020-07-06,5.3085,0.8844078889183691
2020-07-07,5.3318,0.8850340738118418
2020-07-08,5.3482,0.8826904404625298
2020-07-09,5.2978,0.8851124092759781
2020-07-10,5.344,0.8835483300936562
2020-07-13,5.3486,0.8799718409010912
2020-07-14,5.4288,0.8767315448009819
2020-07-15,5.3491,0.8767315448009819
2020-07-16,5.356,0.8746610688358262
2020-07-17,5.351,0.8742787200559539
2020-07-20,5.3635,0.8739730816290857
2020-07-21,5.2283,0.8699434536755111
2020-07-22,5.1111,0.8630361612151549
2020-07-23,5.1647,0.8603630732168974
2020-07-24,5.2146,0.8594757198109153
2020-07-27,5.1889,0.851063829787234
2020-07-28,5.1777,0.8522969402539845
2020-07-29,5.1395,0.8496176720475785
2020-07-30,5.1837,0.8481044864727334
2020-07-31,5.2033,0.845880561664693
2020-08-03,5.3075,0.851063829787234
2020-08-04,5.3329,0.8499065102838687
2020-08-05,5.276,0.8404773911581779
2020-08-06,5.3431,0.8434547908232118
2020-08-07,5.4227,0.8491847826086957
2020-08-10,5.3933,0.8506294658046955
2020-08-11,5.4285,0.8500510030601837
2020-08-12,5.4551,0.84774499830451
2020-08-13,5.3801,0.8461668641056016
2020-08-14,5.3852,0.8450942280064228
2020-08-17,5.4497,0.8425309630128907
2020-08-18,5.4659,0.8383635144198524
2020-08-19,5.4906,0.8404773911581779
2020-08-20,5.651,0.8430281571404485
2020-08-21,5.6064,0.8492569002123143
2020-08-24,5.5954,0.8472422265525714
2020-08-25,5.5997,0.8461668641056016
2020-08-26,5.568,0.8465250148141877
2020-08-27,5.5956,0.8457374830852504
2020-08-28,5.4679,0.8402655239055542
2020-08-31,5.4713,0.8368200836820083
2020-09-01,5.3732,0.8368901163277261
2020-09-02,5.3741,0.8445945945945946
2020-09-03,5.3079,0.8451656524678837
2020-09-04,5.2848,0.8460236886632826
2020-09-07,,
2020-09-08,5.3698,0.8482483671218932
2020-09-09,5.3024,0.8467400508044031
2020-09-10,5.2936,0.8417508417508418
2020-09-11,5.2854,0.8452370890034654
2020-09-14,5.2984,0.8421761832575375
2020-09-15,5.2728,0.8441668073611345
2020-09-16,5.2532,0.8449514152936206
2020-09-17,5.2593,0.8458090163241141
2020-09-18,5.2889,0.8433836552247618
2020-09-21,5.444,0.8520064752492119
2020-09-22,5.4329,0.8544817568144921
2020-09-23,5.5311,0.8563843452941681
2020-09-24,5.5714,0.8571918395336876
2020-09-25,5.5667,0.8607333448097779
2020-09-28,5.5858,0.8576329331046313
2020-09-29,5.6528,0.8534607834769993
2020-09-30,5.6407,0.8530239699735563
2020-10-01,5.6441,0.8509189925119128
2020-10-02,5.6464,0.8542627712284298
2020-10-05,5.6299,0.8486082824168365
2020-10-06,5.5205,0.8490405841399219
2020-10-07,5.6018,0.8499065102838687
2020-10-08,5.62,0.8508465923593976
2020-10-09,5.5393,0.8460952703274389
2020-10-12,,
2020-10-13,5.5859,0.8520064752492119
2020-10-14,5.5675,0.8507018290089324
2020-10-15,5.6172,0.854627809588924
2020-10-16,5.6226,0.8534607834769993
2020-10-19,5.6023,0.848320325755005
2020-10-20,5.583,0.8457374830852504
2020-10-21,5.6006,0.8424599831508003
2020-10-22,5.582,0.8457374830852504
2020-10-23,5.612,0.8443093549476529
2020-10-26,5.6328,0.8463100880162492
2020-10-27,5.6491,0.8450228156160217
2020-10-28,5.7325,0.8509914049868096
2020-10-29,5.7803,0.857780065191285
2020-10-30,5.7718,0.8585901948999742
2020-11-02,,0.8595495960116899
2020-11-03,5.6895,0.8529512111907198
2020-11-04,5.6932,0.8525149190110827
2020-11-05,5.5624,0.846811753747142
2020-11-06,5.5313,0.8413259296651522
2020-11-09,5.2821,0.8466683600033866
2020-11-10,5.3696,0.8467400508044031
2020-11-11,5.402,
2020-11-12,5.4094,0.8464533604198409
2020-11-13,5.4854,0.8457374830852504
2020-11-16,5.4198,0.8443093549476529
2020-11-17,5.3968,0.8430281571404485
2020-11-18,5.2932,0.8425309630128907
2020-11-19,5.333,0.8443806467955756
2020-11-20,5.3505,0.8433836552247618
2020-11-23,5.3828,0.8455944529003889
2020-11-24,5.4037,0.8421761832575375
2020-11-25,5.3508,0.8397715821296606
2020-11-26,5.3201,
2020-11-27,5.3494,
2020-11-30,5.3317,0.8369601606963508
2020-12-01,5.2789,0.8306337735692333
2020-12-02,5.2267,0.8269246671628214
2020-12-03,5.1625,0.8229098090849243
2020-12-04,5.1706,0.823587547356284
2020-12-07,5.1018,0.8238589553468446
2020-12-08,5.092,0.825695648583932
2020-12-09,5.1109,0.8278145695364238
2020-12-10,5.0852,0.825218682950982
2020-12-11,5.0691,0.8256274768824307
2020-12-14,5.0578,0.8233841086867024
2020-12-15,5.0968,0.8225037012666557
2020-12-16,5.1057,0.8213552361396304
2020-12-17,5.0612,0.8157937673356176
2020-12-18,5.0986,0.8172605426610003
2020-12-21,5.1572,0.8176614881439084
2020-12-22,5.1473,0.821557673348669
2020-12-23,5.174,0.8200754469411186
2020-12-24,5.18,
2020-12-25,,
2020-12-28,5.239,0.8187996397281585
2020-12-29,5.1942,0.8161932745674175
2020-12-30,5.1967,0.8143322475570033
2020-12-31,5.1967,0.8176614881439084
2021-01-01,,
2021-01-04,5.1626,0.8160600620205647
2021-01-05,5.3269,0.8133387555917039
2021-01-06,5.3182,0.8136696501220504
2021-01-07,5.3433,0.8153281695882594
2021-01-08,5.3683,0.8161932745674175
2021-01-11,5.4966,0.8217602103706138
2021-01-12,5.4637,0.8218277449046679
2021-01-13,5.307,0.8224360555966773
2021-01-14,5.2617,0.8226390259953932
2021-01-15,5.2714,0.8265145879824779
2021-01-18,5.2788,
2021-01-19,5.2945,0.8246742536698005
2021-01-20,5.3033,
2021-01-21,5.3166,0.823519723297373
2021-01-22,5.4301,0.8210854749979473
2021-01-25,5.5089,0.8238589553468446
2021-01-26,5.3865,0.8232485387338438
2021-01-27,5.3824,0.8263779852904719
2021-01-28,5.4282,0.8249463784853985
2021-01-29,5.4759,0.8240626287597858
2021-02-01,5.4608,0.828500414250207
2021-02-02,5.3875,0.831946755407654
2021-02-03,5.3423,0.8316008316008316
2021-02-04,5.391,0.8351428094204109
2021-02-05,5.3884,0.8309098462816784
2021-02-08,5.367,0.8302200083022001
2021-02-09,5.4216,0.8260366760284157
2021-02-10,5.4024,0.8242664029014177
2021-02-11,5.3626,0.824606250515379
2021-02-12,5.3815,0.8246742536698005
2021-02-15,,
2021-02-16,,0.8259684480052861
2021-02-17,5.4138,0.8304268393954493
2021-02-18,5.4238,0.8279516476237788
2021-02-19,5.3924,0.8239947264337508
2021-02-22,5.5044,0.8227067050596463
2021-02-23,5.449,0.823587547356284
2021-02-24,5.4182,0.823519723297373
2021-02-25,5.46,0.8177283506419167
2021-02-26,5.5302,0.8269246671628214
2021-03-01,5.5832,0.8296001327360212
2021-03-02,5.6844,0.8278831029058697
2021-03-03,5.7342,0.8282945415389712
2021-03-04,5.6008,0.8302200083022001
2021-03-05,5.687,0.8393486654356219
2021-03-08,5.7343,0.8439530762089628
2021-03-09,5.8397,0.8413967185527977
2021-03-10,5.7449,0.8403361344537815
2021-03-11,5.589,0.8348639171814994
2021-03-12,5.564,0.8366800535475234
2021-03-15,5.6296,0.8391373667869431
2021-03-16,5.5851,0.8406893652795292
2021-03-17,5.6579,0.8399832003359934
2021-03-18,5.5474,0.8385041086701324
2021-03-19,5.5082,0.8397010664203544
2021-03-22,5.5269,0.8380824673147838
2021-03-23,5.4951,0.8423180592991913
2021-03-24,5.533,0.8452370890034654
2021-03-25,5.6585,0.8491126772522714
2021-03-26,5.7042,0.8476012883539583
2021-03-29,5.7925,0.8489685032685288
2021-03-30,5.7642,0.8529512111907198
2021-03-31,5.6973,0.8515711487694798
2021-04-01,5.6849,0.8494733265375467
2021-04-02,,0.8501232678738417
2021-04-05,5.6579,0.8467400508044031
2021-04-06,5.6263,0.8437394532568343
2021-04-07,5.5864,0.8410428931875525
2021-04-08,5.5817,0.8400537634408602
2021-04-09,5.6445,0.8405480373203329
2021-04-12,5.6582,0.8398421096833795
2021-04-13,5.7064,0.8375910880308234
2021-04-14,5.6936,0.8351428094204109
2021-04-15,5.6234,0.8358408559010365
2021-04-16,5.6328,0.8347245409015025
2021-04-19,5.575,0.8313934153641502
2021-04-20,5.5266,0.8302200083022001
2021-04-21,,0.8310479514667997
2021-04-22,5.497,0.8325008325008325
2021-04-23,5.4787,0.8285690612312535
2021-04-26,5.4566,0.8276090374906895
2021-04-27,5.4424,0.8278831029058697
2021-04-28,5.4005,0.8265829062654985
2021-04-29,5.3662,0.8257638315441783
2021-04-30,5.4036,0.8312551953449708
2021-05-03,5.4087,0.8292561572269674
2021-05-04,5.4505,0.8323622440486099
2021-05-05,5.3872,0.8331250520703158
2021-05-06,5.2897,0.8299443937256203
2021-05-07,5.2217,0.8220304151253597
2021-05-10,5.2227,0.8216926869350862
2021-05-11,5.2403,0.8217602103706138
2021-05-12,5.2353,0.8282259400364419
2021-05-13,5.2815,0.828500414250207
2021-05-14,5.2701,0.8236553825879253
2021-05-17,5.2755,0.8227067050596463
2021-05-18,5.2588,0.8194706219782021
2021-05-19,5.2822,0.8185985592665357
2021-05-20,5.2905,0.8179959100204499
2021-05-21,5.3027,0.8211528986697323
2021-05-24,5.3198,0.8190008190008189
2021-05-25,5.3143,0.8174609662388621
2021-05-26,5.3164,0.8194034742707309
2021-05-27,5.284,0.8200754469411186
2021-05-28,5.2281,0.8200754469411186
2021-05-31,5.2322,
2021-06-01,5.1636,0.8169267216730659
2021-06-02,5.1147,0.8187996397281585
2021-06-03,,0.8249463784853985
2021-06-04,5.0666,0.8214901831923108
2021-06-07,5.0498,0.819672131147541
2021-06-08,5.0489,0.8210180623973727
2021-06-09,5.0533,0.8207485226526593
2021-06-10,5.0635,0.8214901831923108
2021-06-11,5.119,0.8263779852904719
2021-06-14,5.0707,0.8246742536698005
2021-06-15,5.0874,0.8250825082508251
2021-06-16,5.0207,0.8251505899826719
2021-06-17,5.0359,0.8395600705230459
2021-06-18,5.0314,0.8423180592991913
2021-06-21,5.0373,0.8397010664203544
2021-06-22,5.0178,0.8396305625524769
2021-06-23,4.9519,0.8368200836820083
2021-06-24,4.9277,0.8384338056510438
2021-06-25,4.9206,0.8375209380234506
2021-06-28,4.942,0.8376612497905848
2021-06-29,4.945,0.8399832003359934
2021-06-30,5.0022,0.8440243079000674
2021-07-01,5.0055,0.8433836552247618
2021-07-02,5.0293,0.8440243079000674
2021-07-05,5.0749,
2021-07-06,5.1645,0.8463100880162492
2021-07-07,5.2328,0.8472422265525714
2021-07-08,5.2587,0.8445945945945946
2021-07-09,5.2393,0.8430992327796982
2021-07-12,5.2239,0.8433125316242199
2021-07-13,5.177,0.8465250148141877
2021-07-14,5.088,0.8455944529003889
2021-07-15,5.1,0.8470269354565475
2021-07-16,5.0941,0.8467400508044031
2021-07-19,5.1978,0.8471704506946799
2021-07-20,5.2465,0.8491847826086957
2021-07-21,5.2516,0.8475294516484448
2021-07-22,5.1978,0.8495454931611588
2021-07-23,5.1701,0.8502678343678259
2021-07-26,5.1863,0.8467400508044031
2021-07-27,5.1669,0.8452370890034654
2021-07-28,5.1527,0.846811753747142
2021-07-29,5.0682,0.8413259296651522
2021-07-30,5.1216,0.8428860418071478
2021-08-02,5.1379,0.8422471153036301
2021-08-03,5.2464,0.8432414200185513
2021-08-04,5.2091,0.8445232666159953
2021-08-05,5.1464,0.8447372867038352
2021-08-06,5.241,0.8502678343678259
2021-08-09,5.2774,0.8511362669163333
2021-08-10,5.2217,0.8530967411704488
2021-08-11,5.2013,0.8520064752492119
2021-08-12,5.2351,0.8520790729379687
2021-08-13,5.2474,0.84774499830451
2021-08-16,5.2495,0.8491847826086957
2021-08-17,5.2585,0.8536793580331228
2021-08-18,5.3025,0.8545547769612033
2021-08-19,5.418,0.8552125203112974
2021-08-20,5.4274,0.8554319931565441
2021-08-23,5.3686,0.8523695874531196
2021-08-24,5.3017,0.8513536523071683
2021-08-25,5.2465,0.8504847763225039
2021-08-26,5.2429,0.8502678343678259
2021-08-27,5.22,0.8478887569950823
2021-08-30,5.1952,0.8478168715557439
2021-08-31,5.1433,0.8474576271186441
2021-09-01,5.1576,0.8438818565400843
2021-09-02,5.1735,0.8433125316242199
2021-09-03,5.1685,0.841467519353753
2021-09-06,5.1773,
2021-09-07,,0.8439530762089628
2021-09-08,5.2524,0.8461668641056016
2021-09-09,5.2825,0.8455229559482539
2021-09-10,5.2158,0.8459521191100584
2021-09-13,5.219,0.846811753747142
2021-09-14,5.226,0.8457374830852504
2021-09-15,5.2576,0.8466683600033866
2021-09-16,5.2594,0.8500510030601837
2021-09-17,5.3103,0.8522243054371911
2021-09-20,5.3332,0.8525876033762468
2021-09-21,5.3044,0.8529512111907198
2021-09-22,5.2783,0.851861316977596
2021-09-23,5.2891,0.8521516829995739
2021-09-24,5.3435,0.8536064874093043
2021-09-27,5.3478,0.8545547769612033
2021-09-28,5.4206,0.856091088091773
2021-09-29,5.4173,0.861178091629349
2021-09-30,5.4394,0.8637816360024186
2021-10-01,5.3911,0.8622176237282291
2021-10-04,5.4204,0.8604371020478404
2021-10-05,5.4611,0.8614006374364717
2021-10-06,5.5097,0.8661008141347653
2021-10-07,5.514,0.8649770781074302
2021-10-08,5.5084,0.8641548565502938
2021-10-11,5.5161,
2021-10-12,,0.8664760419374405
2021-10-13,5.5471,0.8644536652835407
2021-10-14,5.4988,0.862738331464067
2021-10-15,5.451,0.8625150940141453
2021-10-18,5.5193,0.8614006374364717
2021-10-19,5.5521,0.859697386519945
2021-10-20,5.5571,0.8588851670531651
2021-10-21,5.6423,0.8588851670531651
2021-10-22,5.7117,0.859697386519945
2021-10-25,5.5973,0.8614006374364717
2021-10-26,5.58,0.8628127696289905
2021-10-27,5.5667,0.8620689655172414
2021-10-28,5.6124,0.8557980316645271
2021-10-29,5.643,0.8656509695290858
2021-11-01,5.6694,0.862738331464067
2021-11-02,,0.8634832915983076
2021-11-03,5.6672,0.8632596685082872
2021-11-04,5.5942,0.8661008141347653
2021-11-05,5.5455,0.8655011251514627
2021-11-08,5.5627,0.8628127696289905
2021-11-09,5.4957,0.8628872206402622
2021-11-10,5.459,0.8682816705739342
2021-11-11,5.4171,
2021-11-12,5.4199,0.8738967054094205
2021-11-15,,0.8755800717975659
2021-11-16,5.4772,0.8823788934968676
2021-11-17,5.4993,0.8832361773538243
2021-11-18,5.547,0.8804366966015145
2021-11-19,5.5584,0.8835483300936562
2021-11-22,5.5841,0.8880994671403198
2021-11-23,5.6456,0.8877052818464269
2021-11-24,5.6027,0.8931761343336907
2021-11-25,5.574,
2021-11-26,5.5865,0.8847991505928153
2021-11-29,5.6118,0.8880206020779682
2021-11-30,5.6199,0.8859750155045627
2021-12-01,5.6168,0.8831581736288968
2021-12-02,5.6345,0.884486113568017
2021-12-03,5.6432,0.8843296781039971
2021-12-06,5.6877,0.8863676653075695
2021-12-07,5.6411,0.8891259891526629
2021-12-08,5.5779,0.8826125330979699
2021-12-09,5.5564,0.8861320336730172
2021-12-10,5.5931,0.884016973125884
