,USDBRL,USDEUR
2002-07-25,2.9822,1.000300090027008
2002-07-26,3.0177,1.0119409026512851
2002-07-29,3.1449,1.0225994477962983
2002-07-30,3.2692,1.0122482032594393
2002-07-31,3.4285,1.0208248264597795
2002-08-01,3.3275,1.015950421619425
2002-08-02,3.0302,1.0119409026512851
2002-08-05,3.0732,1.015640869388584
2002-08-06,3.207,1.037344398340249
2002-08-07,3.0598,1.0269049086054631
2002-08-08,2.8883,1.035947373873407
2002-08-09,2.9964,1.0294420424130122
2002-08-12,3.0979,1.022704029453876
2002-08-13,3.2094,1.021763563911311
2002-08-14,3.1965,1.0134792743488394
2002-08-15,3.1912,1.0187449062754685
2002-08-16,3.162,1.01667344448963
2002-08-19,3.1142,1.0230179028132993
2002-08-20,3.0923,1.0225994477962983
2002-08-21,3.0794,1.0208248264597795
2002-08-22,3.1417,1.0312467773538208
2002-08-23,3.1136,1.0281719103434095
2002-08-26,3.0788,1.027643613194944
2002-08-27,3.0949,1.0189525168127165
2002-08-28,3.1219,1.0183299389002036
2002-08-29,3.1239,1.0173974972021569
2002-08-30,3.0223,1.0197838058331634
2002-09-02,3.0286,
2002-09-03,3.0988,1.0041168792047395
2002-09-04,3.1325,1.007759750075582
2002-09-05,3.1512,1.0089799212995663
2002-09-06,3.1783,1.015950421619425
2002-09-09,3.1312,1.0186411327289395
2002-09-10,3.1306,1.0254306808859721
2002-09-11,3.1153,1.0283833813245578
2002-09-12,3.1239,1.0244851961889152
2002-09-13,3.1506,1.0263779123473262
2002-09-16,3.1884,1.0284891494394734
2002-09-17,3.2248,1.0325245224574084
2002-09-18,3.324,1.0215548064153641
2002-09-19,3.3843,1.0186411327289395
2002-09-20,3.4277,1.0163634515702815
2002-09-23,3.5448,1.018122581958868
2002-09-24,3.6216,1.0188487009679061
2002-09-25,3.7257,1.0207206287639072
2002-09-26,3.7516,1.0251153254741159
2002-09-27,3.8541,1.023331968890708
2002-09-30,3.8949,1.0122482032594393
2002-10-01,3.7467,1.0143016533116949
2002-10-02,3.5936,1.016053647632595
2002-10-03,3.6952,1.013068584743187
2002-10-04,3.6593,1.0182262498727217
2002-10-07,3.6965,1.0187449062754685
2002-10-08,3.7017,1.0208248264597795
2002-10-09,3.852,1.0133765707336846
2002-10-10,3.9228,1.0140959334753068
2002-10-11,3.9235,1.0148163182463974
2002-10-14,3.8613,
2002-10-15,3.8567,1.019367991845056
2002-10-16,3.8744,1.017915309446254
2002-10-17,3.9245,1.0290183165260343
2002-10-18,3.8759,1.0300782859497322
2002-10-21,3.9125,1.0275380189066996
2002-10-22,3.9552,1.0222858311183807
2002-10-23,3.8704,1.023331968890708
2002-10-24,3.8617,1.0264832683227263
2002-10-25,3.8015,1.0238558410975735
2002-10-28,3.7406,1.015950421619425
2002-10-29,3.8211,1.015125367982946
2002-10-30,3.7443,1.0167768174885612
2002-10-31,3.645,1.0120433154539015
2002-11-01,3.6113,1.0029084344599337
2002-11-04,3.5418,1.0047221943132725
2002-11-05,3.5625,1.0006003602161297
2002-11-06,3.5976,1.0026067776218168
2002-11-07,3.6218,0.9908838684106221
2002-11-08,3.5271,0.9862905611993293
2002-11-11,3.5035,
2002-11-12,3.5527,0.9896091044037606
2002-11-13,3.6342,0.9940357852882704
2002-11-14,3.6797,0.9966115208291807
2002-11-15,,0.9918666931164452
2002-11-18,3.5889,0.991768322919766
2002-11-19,3.5547,0.9894132779261898
2002-11-20,3.5146,0.9976057462090983
2002-11-21,3.5103,1.001602564102564
2002-11-22,3.5616,1.0034115994380894
2002-11-25,3.5492,1.0063399416322834
2002-11-26,3.5872,1.0087763542822556
2002-11-27,3.5898,1.010611419909045
2002-11-28,3.603,
2002-11-29,3.6365,1.0068465565847766
2002-12-02,3.616,1.0073536818777071
2002-12-03,3.6625,1.0032102728731942
2002-12-04,3.7049,1.000100010001
2002-12-05,3.7514,1.0011012113324658
2002-12-06,3.7526,0.9919650828290845
2002-12-09,3.798,0.9912767644726408
2002-12-10,3.7685,0.9927529038022436
2002-12-11,3.7954,0.991768322919766
2002-12-12,3.7535,0.9814505839630976
2002-12-13,3.7342,0.9778994719342852
2002-12-16,3.6318,0.9794319294809012
2002-12-17,3.5827,0.9739943508327652
2002-12-18,3.5316,0.9752291788570313
2002-12-19,3.5047,0.9787608887148869
2002-12-20,3.4278,0.9738994935722634
2002-12-23,3.4947,0.9787608887148869
2002-12-24,3.501,0.970402717127608
2002-12-25,,
2002-12-26,3.5251,0.9654373431164317
2002-12-27,3.5413,0.9605225242531938
2002-12-30,3.5333,0.9560229445506692
2002-12-31,3.5333,0.9537434430138293
2003-01-01,,
2003-01-02,3.5224,0.9651578033008397
2003-01-03,3.4698,0.9598771357266269
2003-01-06,3.3664,0.9552010698251983
2003-01-07,3.3423,0.9597850081581725
2003-01-08,3.3124,0.9572125969177755
2003-01-09,3.3297,0.9553835865099838
2003-01-10,3.2918,0.9492168960607498
2003-01-13,3.2956,0.9492168960607498
2003-01-14,3.2758,0.9459842966606755
2003-01-15,3.2983,0.94553706505295
2003-01-16,3.2937,0.946163307786924
2003-01-17,3.3632,0.9380863039399624
2003-01-20,3.4103,
2003-01-21,3.4402,0.9365926758452748
2003-01-22,3.5189,0.9320533134495294
2003-01-23,3.4901,0.9287638153617536
2003-01-24,3.5923,0.9237875288683602
2003-01-27,3.6623,0.9226794611551946
2003-01-28,3.6312,0.9231053263177329
2003-01-29,3.6417,0.9207255317189945
2003-01-30,3.5696,0.9279881217520417
2003-01-31,3.5258,0.9311853990129434
2003-02-03,3.493,0.9292816652727441
2003-02-04,3.5406,0.9195402298850576
2003-02-05,3.5845,0.9223390518354546
2003-02-06,3.6045,0.9235315847801995
2003-02-07,3.5802,0.9258401999814831
2003-02-10,3.6042,0.9310986964618249
2003-02-11,3.5737,0.9304922303898763
2003-02-12,3.6003,0.9331840238895109
2003-02-13,3.6359,0.9230201218386561
2003-02-14,3.658,0.9260116677470135
2003-02-17,3.6232,
2003-02-18,3.5889,0.9338812103100486
2003-02-19,3.5935,0.9307520476545048
2003-02-20,3.6067,0.9241290084095739
2003-02-21,3.6097,0.9270418095856123
2003-02-24,3.587,0.9273856997125104
2003-02-25,3.6013,0.9274717121127806
2003-02-26,3.5817,0.9261831990367694
2003-02-27,3.585,0.9291089844838799
2003-02-28,3.5632,0.9277298450691158
2003-03-03,,0.9229349330872174
2003-03-04,,0.9188642837452908
2003-03-05,3.5637,0.9118263882556761
2003-03-06,3.526,0.9093389106119851
2003-03-07,3.501,0.9079353550027238
2003-03-10,3.5281,0.903995660820828
2003-03-11,3.5061,0.9067827348567283
2003-03-12,3.4763,0.9071940488070398
2003-03-13,3.4293,0.9199632014719411
2003-03-14,3.3958,0.9324009324009324
2003-03-17,3.4442,0.9428625306430323
2003-03-18,3.4308,0.9412650602409638
2003-03-19,3.4576,0.9442870632672333
2003-03-20,3.483,0.9422406482615661
2003-03-21,3.4462,0.948316737790422
2003-03-24,3.407,0.9394964299135663
2003-03-25,3.3892,0.93694368968425
2003-03-26,3.3747,0.9365926758452748
2003-03-27,3.4031,0.9338812103100486
2003-03-28,3.3757,0.929195316855603
2003-03-31,3.3531,0.9174311926605504
2003-04-01,3.3359,0.917094644167278
2003-04-02,3.2795,0.9289363678588016
2003-04-03,3.2563,0.931445603576751
2003-04-04,3.2469,0.9336196433572963
2003-04-07,3.1723,0.9415309292910272
2003-04-08,3.1649,0.9359790340696368
2003-04-09,3.1857,0.9326618168252191
2003-04-10,3.2157,0.9256687957048968
2003-04-11,3.2147,0.9301460329271696
2003-04-14,3.1818,0.9282465422816301
2003-04-15,3.1154,0.9258401999814831
2003-04-16,3.0752,0.919793966151582
2003-04-17,3.0289,0.9168423947923352
2003-04-18,,0.9189487226612755
2003-04-21,,0.9210647508519848
2003-04-22,3.0639,0.9119095385737734
2003-04-23,3.0147,0.9133254178463787
2003-04-24,3.0029,0.9058791557206268
2003-04-25,3.0123,0.9057971014492753
2003-04-28,2.9915,0.9091735612328392
2003-04-29,2.9251,0.9082652134423251
2003-04-30,2.8898,0.8944543828264757
2003-05-01,,0.8898380494749957
2003-05-02,2.9159,0.8928571428571428
2003-05-05,2.9845,0.8872327211427558
2003-05-06,3.0277,0.8807468733485997
2003-05-07,2.9639,0.8818342151675486
2003-05-08,2.9177,0.8731336767659129
2003-05-09,2.8802,0.8697164724299878
2003-05-12,2.8757,0.865276455827637
2003-05-13,2.8653,0.8696408383337683
2003-05-14,2.8902,0.8697164724299878
2003-05-15,2.9306,0.8728288382648163
2003-05-16,2.9731,0.8664009703690869
2003-05-19,2.9815,0.8557247989046722
2003-05-20,3.0141,0.8557980316645271
2003-05-21,3.0109,0.8541898009737763
2003-05-22,2.9842,0.8547008547008548
2003-05-23,2.9445,0.8484642796538265
2003-05-26,2.9565,
2003-05-27,3.0257,0.843668269636379
2003-05-28,3.014,0.8516436722875149
2003-05-29,2.9488,0.8449514152936206
2003-05-30,2.9656,0.8499065102838687
2003-06-02,2.978,0.8514986376021798
2003-06-03,2.964,0.8545547769612033
2003-06-04,2.9112,0.8541168431841476
2003-06-05,2.8929,0.8424599831508003
2003-06-06,2.8491,0.8550662676357418
2003-06-09,2.8682,0.8515711487694798
2003-06-10,2.8603,0.8557247989046722
2003-06-11,2.8692,0.8500510030601837
2003-06-12,2.862,0.8498342823149485
2003-06-13,2.857,0.8453085376162299
2003-06-16,2.8508,0.8443806467955756
2003-06-17,2.8744,0.8465966813410091
2003-06-18,2.8902,0.8539709649871904
2003-06-19,,0.8563110121596164
2003-06-20,2.8933,0.8608815426997245
2003-06-23,2.8788,0.8659508139937652
2003-06-24,2.8616,0.8697164724299878
2003-06-25,2.8559,0.862663906142167
2003-06-26,2.894,0.8749671887304226
2003-06-27,2.8812,0.8754267705506433
2003-06-30,2.872,0.8694140149539211
2003-07-01,2.8443,0.8635578583765113
2003-07-02,2.8219,0.8677542519958347
2003-07-03,2.8332,0.8693384334521428
2003-07-04,2.8299,
2003-07-07,2.8676,0.8817564588660611
2003-07-08,2.8823,0.8877052818464269
2003-07-09,2.8671,0.8840951286358413
2003-07-10,2.8922,0.8779631255487269
2003-07-11,2.9029,0.8846426043878273
2003-07-14,2.8753,0.8851124092759781
2003-07-15,2.8554,0.8902341315766047
2003-07-16,2.8677,0.8921402444464269
2003-07-17,2.8563,0.8957362952346829
2003-07-18,2.8774,0.8897588753447816
2003-07-21,2.8828,0.8813678829543451
2003-07-22,2.8826,0.8830022075055187
2003-07-23,2.8878,0.8707767328456983
2003-07-24,2.8961,0.87404947120007
2003-07-25,2.8885,0.8685833405715279
2003-07-28,2.8965,0.8697921196833958
2003-07-29,2.9155,0.8721437292865863
2003-07-30,2.9473,0.8797395970792645
2003-07-31,2.9655,0.8903926631644555
2003-08-01,3.0006,0.8887308922858159
2003-08-04,3.074,0.8820675663755845
2003-08-05,3.0366,0.8811349017534584
2003-08-06,3.039,0.880514220304658
2003-08-07,3.0069,0.8779631255487269
2003-08-08,2.9892,0.8833141948591113
2003-08-11,2.9945,0.8811349017534584
2003-08-12,3.0237,0.8846426043878273
2003-08-13,3.0309,0.8836264027569144
2003-08-14,3.014,0.8889679082585119
2003-08-15,2.993,0.8884940026654821
2003-08-18,2.9848,0.8978272580355541
2003-08-19,2.9973,0.8995232526760818
2003-08-20,3.001,0.9005763688760806
2003-08-21,3.0032,0.9110787172011663
2003-08-22,2.9926,0.9198785760279643
2003-08-25,2.9895,0.9181050312155711
2003-08-26,2.9896,0.9180207472688884
2003-08-27,2.9734,0.9169264624977077
2003-08-28,2.9531,0.9177679882525699
2003-08-29,2.9665,0.9102494083378846
2003-09-01,2.984,
2003-09-02,2.9789,0.919793966151582
2003-09-03,2.9568,0.9220839096357768
2003-09-04,2.9418,0.9175153683824203
2003-09-05,2.9216,0.9030976248532466
2003-09-08,2.9155,0.8989572096368212
2003-09-09,2.9306,0.8936550491510277
2003-09-10,2.9125,0.8932559178204557
2003-09-11,2.8991,0.8939746111210441
2003-09-12,2.8959,0.8844078889183691
2003-09-15,2.8898,0.8846426043878273
2003-09-16,2.8967,0.8955758552749418
2003-09-17,2.9057,0.8897588753447816
2003-09-18,2.8975,0.889679715302491
2003-09-19,2.9065,0.8813678829543451
2003-09-22,2.9021,0.8719916288803627
2003-09-23,2.9145,0.8705493166187864
2003-09-24,2.9244,0.8716875871687587
2003-09-25,2.9306,0.8707767328456983
2003-09-26,2.9373,0.8709284096847238
2003-09-29,2.9374,0.8637070305752289
2003-09-30,2.9234,0.8583690987124464
2003-10-01,2.9034,0.8541168431841476
2003-10-02,2.8989,0.8534607834769993
2003-10-03,2.8875,0.8623663332183512
2003-10-06,2.8753,0.8542627712284298
2003-10-07,2.8701,0.8486082824168365
2003-10-08,2.8444,0.847098686997035
2003-10-09,2.8422,0.8550662676357418
2003-10-10,2.8401,0.8465966813410091
2003-10-13,2.8371,
2003-10-14,2.8425,0.8529512111907198
2003-10-15,2.8268,0.8582217645039478
2003-10-16,2.8409,0.8572653236176596
2003-10-17,2.8635,0.8598452278589853
2003-10-20,2.8839,0.8568246080027418
2003-10-21,2.8642,0.8564576909900651
2003-10-22,2.8602,0.847098686997035
2003-10-23,2.8698,0.8478168715557439
2003-10-24,2.8695,0.8450942280064228
2003-10-27,2.8728,0.8501955449753444
2003-10-28,2.8675,0.8555051758063136
2003-10-29,2.8537,0.8566778034781118
2003-10-30,2.844,0.8551393877201984
2003-10-31,2.8562,0.8614006374364717
2003-11-03,2.8559,0.8730574471800244
2003-11-04,2.8607,0.8697921196833958
2003-11-05,2.8596,0.8716116098666434
2003-11-06,2.8708,0.8758868354208637
2003-11-07,2.8699,0.8691873098652759
2003-11-10,2.8807,0.8684324793747287
2003-11-11,2.8955,
2003-11-12,2.9112,0.8585901948999742
2003-11-13,2.9196,0.853898044573478
2003-11-14,2.9418,0.8515711487694798
2003-11-17,2.9546,0.8514986376021798
2003-11-18,2.9421,0.8408307407718826
2003-11-19,2.9507,0.8397010664203544
2003-11-20,2.948,0.8406893652795292
2003-11-21,2.9301,0.8394191219675984
2003-11-24,2.927,0.849762066621346
2003-11-25,2.9246,0.848536274925753
2003-11-26,2.9361,0.8390669575432119
2003-11-27,2.9477,
2003-11-28,2.9494,0.8336807002917882
2003-12-01,2.9341,0.8364001338240215
2003-12-02,2.9273,0.8275405494869249
2003-12-03,2.9316,0.8269246671628214
2003-12-04,2.9403,0.8280202036929701
2003-12-05,2.9398,0.8225713580653121
2003-12-08,2.9422,0.8185315543914218
2003-12-09,2.935,0.8177283506419167
2003-12-10,2.9429,0.8186655751125665
2003-12-11,2.9434,0.8220979940808945
2003-12-12,2.942,0.8140670791273201
2003-12-15,2.9293,0.8136696501220504
2003-12-16,2.932,0.8111615833874108
2003-12-17,2.9381,0.80768920119538
2003-12-18,2.9341,0.8080155138978669
2003-12-19,2.9278,0.8077544426494346
2003-12-22,2.9239,0.8054772452678212
2003-12-23,2.9175,0.8060615831049492
2003-12-24,2.9082,0.8023106546854942
2003-12-25,,
2003-12-26,2.8994,0.8037939072421831
2003-12-29,2.8883,0.8009611533840609
2003-12-30,2.8892,0.7986582541330565
2003-12-31,2.8892,0.7938398031277288
2004-01-01,,
2004-01-02,2.8862,0.7941550190597204
2004-01-05,2.8627,0.7887057338906853
2004-01-06,2.8508,0.7829014327096218
2004-01-07,2.8723,0.7895775759968418
2004-01-08,2.8588,0.7829627309740057
2004-01-09,2.8422,0.7780284758422158
2004-01-12,2.8163,0.7811279487580065
2004-01-13,2.8022,0.7852375343541421
2004-01-14,2.8142,0.7857928650007858
2004-01-15,2.8126,0.7944073721004131
2004-01-16,2.8184,0.8067769261799113
2004-01-19,2.8419,
2004-01-20,2.8382,0.7946598855689765
2004-01-21,2.8417,0.792581437742728
2004-01-22,2.8417,0.7863489816780687
2004-01-23,2.8435,0.7930214115781127
2004-01-26,2.8431,0.7966857871255576
2004-01-27,2.8587,0.7909515146721506
2004-01-28,2.8785,0.7923930269413629
2004-01-29,2.9236,0.8071676487206394
2004-01-30,2.9409,0.8030838419530999
2004-02-02,2.9486,0.8047642040882022
2004-02-03,2.9326,0.7961149590000797
2004-02-04,2.9106,0.7966857871255576
2004-02-05,2.9335,0.7932730445819451
2004-02-06,2.95,0.7877737513786041
2004-02-09,2.9341,0.789141414141414
2004-02-10,2.9198,0.7857311228097745
2004-02-11,2.9253,0.7803355442840421
2004-02-12,2.9042,0.7808229874287499
2004-02-13,2.9085,0.7842522155125089
2004-02-16,2.9066,
2004-02-17,2.9125,0.7783312577833126
2004-02-18,2.9296,0.7805182641273807
2004-02-19,2.9509,0.7883326763894364
2004-02-20,2.9878,0.7959882193743533
2004-02-23,,0.7956082425013924
2004-02-24,,0.7878978884336589
2004-02-25,2.9403,0.7998080460689435
2004-02-26,2.9369,0.8036001285760206
2004-02-27,2.9138,0.8037939072421831
2004-03-01,2.8945,0.8044405116241653
2004-03-02,2.9086,0.8188666885031116
2004-03-03,2.8812,0.8272667107875579
2004-03-04,2.8878,0.8179959100204499
2004-03-05,2.879,0.8063865817272801
2004-03-08,2.8752,0.8083420903726456
2004-03-09,2.8758,0.804634695848085
2004-03-10,2.8891,0.8179290037624735
2004-03-11,2.9132,0.8151287903488752
2004-03-12,2.9063,0.8202772537117545
2004-03-15,2.9013,0.8167932696234583
2004-03-16,2.9001,0.8149959250203749
2004-03-17,2.907,0.8198737394441256
2004-03-18,2.9135,0.8069722401549386
2004-03-19,2.9,0.8150623522699486
2004-03-22,2.9107,0.8085381630012938
2004-03-23,2.9144,0.8122816992933148
2004-03-24,2.9264,0.8187996397281585
2004-03-25,2.9337,0.8216926869350862
2004-03-26,2.941,0.8269930532583526
2004-03-29,2.9365,0.8236553825879253
2004-03-30,2.9216,0.8195377806916899
2004-03-31,2.9086,0.8135372600065083
2004-04-01,2.8904,0.8091924259588931
2004-04-02,2.893,0.8258320257659592
2004-04-05,2.8851,0.832778147901399
2004-04-06,2.8743,0.8271982794275787
2004-04-07,2.8773,0.8216251745953496
2004-04-08,2.8802,0.8272667107875579
2004-04-09,,0.8263097008758883
2004-04-12,2.8855,0.8286377195889957
2004-04-13,2.8851,0.8387150884844419
2004-04-14,2.8956,0.8375209380234506
2004-04-15,2.9064,0.8393486654356219
2004-04-16,2.9153,0.8316008316008316
2004-04-19,2.9101,0.8320159747067144
2004-04-20,2.9186,0.8396305625524769
2004-04-21,,0.843668269636379
2004-04-22,2.9305,0.8430992327796982
2004-04-23,2.9173,0.8473140145738011
2004-04-26,2.9085,0.8438106488903889
2004-04-27,2.9161,0.8384338056510438
2004-04-28,2.9335,0.8453085376162299
2004-04-29,2.9522,0.8371703641691085
2004-04-30,2.9447,0.8350730688935282
2004-05-03,2.9569,0.8377314233056882
2004-05-04,2.9696,0.8280887711162637
2004-05-05,2.9616,0.8220304151253597
2004-05-06,2.9899,0.8271298593879238
2004-05-07,3.0504,0.8413967185527977
2004-05-10,3.1249,0.8450228156160217
2004-05-11,3.1051,0.8461668641056016
2004-05-12,3.1211,0.8395600705230459
2004-05-13,3.1279,0.8473858147614609
2004-05-14,3.0982,0.8421761832575375
2004-05-17,3.122,0.8327088017320342
2004-05-18,3.1169,0.8353521009105338
2004-05-19,3.1059,0.8322929671244278
2004-05-20,3.1813,0.8385041086701324
2004-05-21,3.2051,0.8327088017320342
2004-05-24,3.1798,0.8348639171814994
2004-05-25,3.1576,0.8259684480052861
2004-05-26,3.157,0.8263097008758883
2004-05-27,3.1524,0.814730324262669
2004-05-28,3.0961,0.8185315543914218
2004-05-31,3.1291,
2004-06-01,3.1567,0.8190008190008189
2004-06-02,3.1302,0.8163265306122448
2004-06-03,3.1443,0.8193363375665711
2004-06-04,3.1335,0.8157937673356176
2004-06-07,3.1119,0.8116883116883117
2004-06-08,3.1155,0.8147967082212988
2004-06-09,3.1166,0.8266512358435976
2004-06-10,,0.8257638315441783
2004-06-11,3.1402,0.8325701440346349
2004-06-14,3.1651,0.8282945415389712
2004-06-15,3.138,0.8237910865804432
2004-06-16,3.1405,0.8329168748958855
2004-06-17,3.128,0.8305647840531561
2004-06-18,3.1388,0.825218682950982
2004-06-21,3.1298,0.8257638315441783
2004-06-22,3.1341,0.8269930532583526
2004-06-23,3.1258,0.8271298593879238
2004-06-24,3.103,0.8216926869350862
2004-06-25,3.1096,0.8233841086867024
2004-06-28,3.1247,0.8201427048306404
2004-06-29,3.1183,0.8248102936324646
2004-06-30,3.1075,0.8210854749979473
2004-07-01,3.0747,0.8225037012666557
2004-07-02,3.0502,0.8125457056959454
2004-07-05,3.0316,
2004-07-06,3.0418,0.8136696501220504
2004-07-07,3.0367,0.8074935400516796
2004-07-08,3.0475,0.8071025020177562
2004-07-09,3.0429,0.8072328059412335
2004-07-12,3.0371,0.8058667096462245
2004-07-13,3.042,0.8128759551292473
2004-07-14,3.0284,0.8074283407347599
2004-07-15,3.0215,0.8082114281095935
2004-07-16,3.0021,0.804052424218059
2004-07-19,2.9939,0.8044405116241653
2004-07-20,3.0041,0.8079502302658156
2004-07-21,3.0247,0.8180628272251309
2004-07-22,3.0392,0.8147967082212988
2004-07-23,3.0465,0.8249463784853985
2004-07-26,3.0573,0.8240626287597858
2004-07-27,3.067,0.8294625082946251
2004-07-28,3.0557,0.8301510874979247
2004-07-29,3.0374,0.828500414250207
2004-07-30,3.0268,0.8311170212765957
2004-08-02,3.0466,0.8309788931361143
2004-08-03,3.055,0.8298066550493735
2004-08-04,3.0579,0.829393713195654
2004-08-05,3.0637,0.8298755186721991
2004-08-06,3.0489,0.8148631029986961
2004-08-09,3.0396,0.8155941603458119
2004-08-10,3.0285,0.8126117341134407
2004-08-11,3.0392,0.8181966944853543
2004-08-12,3.0307,0.8180628272251309
2004-08-13,3.0235,0.8094544277157195
2004-08-16,3.0146,0.8108327252087894
2004-08-17,2.9989,0.8110957904128477
2004-08-18,2.9922,0.8130742336775347
2004-08-19,2.9793,0.8085381630012938
2004-08-20,2.9742,0.8114248620577735
2004-08-23,2.9687,0.819940964250574
2004-08-24,2.9576,0.8265145879824779
2004-08-25,2.9512,0.8271298593879238
2004-08-26,2.9541,0.8275405494869249
2004-08-27,2.9571,0.8316008316008316
2004-08-30,2.9488,0.8299443937256203
2004-08-31,2.9338,0.8208158909956497
2004-09-01,2.9298,0.8210854749979473
2004-09-02,2.9361,0.8220979940808945
2004-09-03,2.9289,0.829737802854298
2004-09-06,2.9142,
2004-09-07,,0.8269246671628214
2004-09-08,2.9014,0.8220979940808945
2004-09-09,2.9028,0.820411846747067
2004-09-10,2.8988,0.8141996417521576
2004-09-13,2.906,0.8162598971512529
2004-09-14,2.9125,0.8151287903488752
2004-09-15,2.9042,0.8234519104084322
2004-09-16,2.8892,0.8227743952608194
2004-09-17,2.8744,0.8214227041235419
2004-09-20,2.8676,0.821557673348669
2004-09-21,2.8737,0.8153946510110894
2004-09-22,2.8677,0.8155941603458119
2004-09-23,2.8725,0.813140348024069
2004-09-24,2.8735,0.8159268929503917
2004-09-27,2.8728,0.8125457056959454
2004-09-28,2.8692,0.8126117341134407
2004-09-29,2.8602,0.8124796880077999
2004-09-30,2.8586,0.8053475074494644
2004-10-01,2.8513,0.8064516129032259
2004-10-04,2.8265,0.814730324262669
2004-10-05,2.8241,0.8119519324455992
2004-10-06,2.8362,0.813140348024069
2004-10-07,2.8518,0.8139345596614033
2004-10-08,2.8251,0.8052826542116283
2004-10-11,2.8318,
2004-10-12,,0.8116883116883117
2004-10-13,2.8374,0.8149295085975062
2004-10-14,2.8631,0.8069071249899136
2004-10-15,2.8623,0.8014104824491104
2004-10-18,2.8547,0.7987220447284346
2004-10-19,2.8706,0.7990411506192568
2004-10-20,2.8847,0.7919537499010059
2004-10-21,2.8535,0.7922674694977024
2004-10-22,2.8489,0.7912018355882585
2004-10-25,2.8817,0.7822889775483064
2004-10-26,2.8729,0.7838219156607619
2004-10-27,2.8585,0.7858546168958743
2004-10-28,2.8655,0.7837604827964574
2004-10-29,2.8565,0.7845598619174643
2004-11-01,2.859,0.7848677497841614
2004-11-02,,0.7872156183578682
2004-11-03,2.8304,0.7820442637053258
2004-11-04,2.8211,0.7762167197081425
2004-11-05,2.8186,0.7729169887154119
2004-11-08,2.8299,0.7730364873222015
2004-11-09,2.8287,0.7733952049497294
2004-11-10,2.8209,0.7736943907156674
2004-11-11,2.82,
2004-11-12,2.7991,0.7708317274339013
2004-11-15,,0.7725587144622992
2004-11-16,2.7856,0.7704753833115031
2004-11-17,2.7674,0.7674008134448623
2004-11-18,2.7603,0.7702973347712216
2004-11-19,2.7637,0.7657554177195803
2004-11-22,2.7678,0.7664009809932557
2004-11-23,2.7446,0.7639419404125287
2004-11-24,2.7485,0.759762953958365
2004-11-25,2.7511,
2004-11-26,2.7332,0.7525586995785671
2004-11-29,2.7402,0.7526719855486979
2004-11-30,2.7307,0.7542046911531789
2004-12-01,2.7145,0.7514277126540427
2004-12-02,2.7239,0.753693096171239
2004-12-03,2.7095,0.7468259895444361
2004-12-06,2.7186,0.7445461990916536
2004-12-07,2.7322,0.744213738185607
2004-12-08,2.7664,0.7546030787805614
2004-12-09,2.7744,0.7533524182612626
2004-12-10,2.7867,0.7562008469449486
2004-12-13,2.7697,0.751371252535878
2004-12-14,2.758,0.753012048192771
2004-12-15,2.7508,0.7446570854121677
2004-12-16,2.7293,0.7526153383005946
2004-12-17,2.7247,0.7521624670928921
2004-12-20,2.6927,0.7464914899970141
2004-12-21,2.6892,0.7475517679599313
2004-12-22,2.699,0.7468259895444361
2004-12-23,2.7067,0.7412348973389667
2004-12-24,2.6912,0.7387706855791962
2004-12-27,2.6983,0.7339449541284403
2004-12-28,2.6895,0.7341604874825637
2004-12-29,2.6836,0.7370283018867925
2004-12-30,2.6544,0.7340527049842178
2004-12-31,2.6544,0.7386615452799528
2005-01-03,2.6682,0.7420599584446423
2005-01-04,2.6887,0.7521624670928921
2005-01-05,2.7096,0.7523322299127295
2005-01-06,2.7207,0.758322590429969
2005-01-07,2.7032,0.7655795437145919
2005-01-10,2.6973,0.7628346937218705
2005-01-11,2.7106,0.7598206823189727
2005-01-12,2.7113,0.7529553497477599
2005-01-13,2.7011,0.7571742257893541
2005-01-14,2.7074,0.7630093087135663
2005-01-17,2.7007,
2005-01-18,2.7139,0.7666947788085563
2005-01-19,2.7185,0.7671064743786437
2005-01-20,2.7222,0.7716644802839725
2005-01-21,2.6999,0.766342248448157
2005-01-24,2.678,0.7668123610152595
2005-01-25,2.6794,0.771962328238382
2005-01-26,2.6748,0.7644675483525724
2005-01-27,2.6645,0.7673419275629221
2005-01-28,2.6587,0.7672830507174098
2005-01-31,2.6248,0.766342248448157
2005-02-01,2.613,0.7682261657832066
2005-02-02,2.624,0.768344218209758
2005-02-03,2.6034,0.7716644802839725
2005-02-04,2.603,0.7735746886361878
2005-02-07,,0.7829014327096218
2005-02-08,,0.7822889775483064
2005-02-09,2.6078,0.7814331483941549
2005-02-10,2.6122,0.7762769756249029
2005-02-11,2.6173,0.777363184079602
2005-02-14,2.5834,0.77035667514059
2005-02-15,2.5762,0.7700600646850454
2005-02-16,2.5926,0.7695859627520394
2005-02-17,2.5737,0.7643506840938622
2005-02-18,2.5621,0.7648183556405354
2005-02-21,2.5762,
2005-02-22,2.5937,0.7558578987150416
2005-02-23,2.5857,0.7571168988491823
2005-02-24,2.6098,0.7572889057175313
2005-02-25,2.632,0.7578628268283442
2005-02-28,2.595,0.7533524182612626
2005-03-01,2.6011,0.7582075972401243
2005-03-02,2.6368,0.7617886798202179
2005-03-03,2.6698,0.7616146230007617
2005-03-04,2.6615,0.7550588945937783
2005-03-07,2.6624,0.7574036203893054
2005-03-08,2.6934,0.749512816669165
2005-03-09,2.7113,0.7471607890017932
2005-03-10,2.7319,0.7457677679170707
